bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,preco_venda
Vila Bela Vista (Zona Norte),Apartamento,70.0,2.0,1.0,3.0,1.0,273000
Vila Nova Mazzei,Casa de dois andares,120.0,3.0,1.0,3.0,2.0,364000
Barro Branco (Zona Norte),Cobertura,186.0,2.0,2.0,4.0,1.0,770000
Vila Nova Mazzei,Casa de dois andares,157.0,5.0,3.0,3.0,3.0,651000
Horto Florestal,Casa de dois andares,194.0,1.0,1.0,3.0,4.0,455000
Vila Amália (Zona Norte),Apartamento,82.0,2.0,0.0,3.0,2.0,343000
Vila Irmãos Arnoni,Casa,93.0,2.0,2.0,2.0,2.0,331100
Barro Branco (Zona Norte),Apartamento,92.0,3.0,0.0,3.0,1.0,336000
Jardim Peri,Apartamento,52.0,1.0,0.0,2.0,1.0,164500
Jardim Leonor Mendes de Barros,Apartamento,63.0,1.0,0.0,2.0,1.0,192500
Vila Santos,Casa de dois andares,670.0,10.0,6.0,6.0,6.0,686000
Jaraguá,Condomínio,200.0,3.0,1.0,7.0,2.0,595000
Vila Pedra Branca,Casa,250.0,5.0,1.0,3.0,9.0,840000
Jaraguá,Condomínio,97.0,1.0,0.0,2.0,1.0,172200
Vila Nova Mazzei,Casa de dois andares,260.0,5.0,3.0,3.0,4.0,630000
Vila Nova Mazzei,Condomínio,110.0,4.0,1.0,3.0,2.0,448000
Tremembé,Casa de dois andares,132.0,3.0,1.0,3.0,2.0,364000
Vila Germinal,Casa de dois andares,100.0,3.0,2.0,2.0,2.0,294700
Bortolândia,Casa de dois andares,152.0,4.0,1.0,3.0,2.0,434000
Santana,Apartamento,67.0,2.0,1.0,3.0,2.0,364000
Vila Nilo,Casa,105.0,1.0,0.0,2.0,2.0,315000
Tremembé,Casa de dois andares,450.0,6.0,1.0,4.0,6.0,1470000
Vila Nova Mazzei,Casa de dois andares,138.0,3.0,1.0,3.0,3.0,517999
Vila Nova Mazzei,Casa de dois andares,150.0,3.0,0.0,3.0,3.0,560000
Vila Nova Mazzei,Condomínio,67.0,2.0,1.0,2.0,2.0,258999
Vila Nova Mazzei,Condomínio,91.0,3.0,2.0,2.0,1.0,290500
Vila Nova Mazzei,Casa de dois andares,140.0,1.0,2.0,2.0,1.0,294000
Tremembé,Casa de dois andares,250.0,5.0,1.0,3.0,4.0,482999
Vila Mazzei,Apartamento,52.0,1.0,0.0,2.0,1.0,220500
Vila Germinal,Casa de dois andares,134.0,3.0,0.0,3.0,2.0,434000
Vila Amália (Zona Norte),Casa de dois andares,650.0,6.0,0.0,4.0,4.0,553000
Vila Amália (Zona Norte),Apartamento,80.0,2.0,1.0,3.0,2.0,420000
Mandaqui,Apartamento,71.0,1.0,1.0,3.0,2.0,378000
Jardim Leonor Mendes de Barros,Casa,310.0,4.0,2.0,4.0,6.0,1260700
Vila Nova Carolina,Casa de dois andares,150.0,4.0,2.0,6.0,2.0,475999
Vila Nova Cachoeirinha,Apartamento,48.0,1.0,0.0,2.0,1.0,164500
Vila Nilo,Condomínio,73.0,2.0,1.0,2.0,1.0,258999
Jardim Leonor Mendes de Barros,Casa,450.0,5.0,3.0,3.0,5.0,1750000
Horto Florestal,Casa de dois andares,258.0,4.0,1.0,3.0,3.0,560000
Tremembé,Condomínio,229.0,4.0,2.0,4.0,4.0,1107817
Tucuruvi,Casa de dois andares,140.0,3.0,1.0,3.0,2.0,273000
Jardim Leonor Mendes de Barros,Casa de dois andares,326.0,2.0,2.0,4.0,6.0,1193500
Vila Albertina,Casa de dois andares,140.0,1.0,0.0,3.0,5.0,700000
Jardim Leonor Mendes de Barros,Casa de dois andares,368.0,6.0,1.0,4.0,5.0,1120000
Vila Mazzei,Casa de dois andares,200.0,1.0,1.0,3.0,3.0,521499
Vila Nilo,Condomínio,60.0,1.0,0.0,2.0,1.0,182000
Vila Nilo,Casa,240.0,5.0,3.0,3.0,6.0,482999
Vila Nova Cachoeirinha,Apartamento,48.0,1.0,0.0,2.0,1.0,164500
Jaraguá,Casa de dois andares,120.0,2.0,0.0,3.0,3.0,308000
Tremembé,Casa de dois andares,236.0,3.0,0.0,3.0,3.0,525000
Tremembé,Casa,110.0,2.0,1.0,4.0,4.0,420000
Tremembé,Casa de dois andares,90.0,3.0,1.0,4.0,2.0,374500
Jardim Guapira,Casa de dois andares,165.0,4.0,3.0,3.0,4.0,525000
Vila Pedra Branca,Casa de dois andares,100.0,3.0,2.0,2.0,2.0,336000
Jardim Guapira,Casa de dois andares,330.0,4.0,1.0,3.0,5.0,584500
Horto Florestal,Casa,250.0,3.0,1.0,3.0,2.0,556500
Vila Irmãos Arnoni,Apartamento,64.0,1.0,0.0,2.0,1.0,224000
Vila Nova Mazzei,Casa de dois andares,110.0,1.0,1.0,3.0,2.0,343000
Vila Nova Mazzei,Casa,125.0,4.0,2.0,3.0,2.0,312200
Tremembé,Condomínio,10.0,1.0,0.0,3.0,0.0,371000
Vila Santos,Condomínio,190.0,2.0,1.0,3.0,3.0,434000
Parque Casa de Pedra,Casa,110.0,2.0,0.0,2.0,1.0,343000
Jardim Virginia Bianca,Casa de dois andares,600.0,6.0,3.0,3.0,9.0,1959999
Bortolândia,Casa de dois andares,120.0,4.0,2.0,2.0,3.0,350000
Vila Irmãos Arnoni,Casa,280.0,5.0,3.0,3.0,5.0,840000
Furnas,Apartamento,52.0,1.0,0.0,2.0,1.0,196000
Tremembé,Apartamento,51.0,1.0,0.0,2.0,1.0,196840
Tremembé,Condomínio,245.0,4.0,3.0,3.0,4.0,827400
Vila Irmãos Arnoni,Apartamento,105.0,3.0,2.0,2.0,2.0,896000
Vila Irmãos Arnoni,Apartamento,105.0,3.0,0.0,2.0,2.0,840000
Jardim Daysy,Casa de dois andares,282.0,5.0,3.0,5.0,2.0,420000
Horto Florestal,Casa de dois andares,254.0,3.0,1.0,3.0,4.0,503999
Vila Irmãos Arnoni,Cobertura,210.0,4.0,1.0,3.0,2.0,965999
Vila Irmãos Arnoni,Casa,331.0,6.0,3.0,3.0,3.0,1050000
Parque Casa de Pedra,Casa de dois andares,120.0,3.0,2.0,2.0,2.0,307930
Jardim Peri,Apartamento,51.0,1.0,0.0,2.0,1.0,185500
Jardim Peri,Apartamento,51.0,1.0,0.0,2.0,1.0,186200
Horto Florestal,Casa de dois andares,145.0,3.0,1.0,3.0,1.0,339500
Vila Albertina,Condomínio,275.0,5.0,2.0,4.0,4.0,1081500
Parque Casa de Pedra,Casa de dois andares,120.0,2.0,0.0,2.0,1.0,328300
Tremembé,Condomínio,60.0,3.0,1.0,2.0,1.0,237999
Vila Albertina,Casa de dois andares,340.0,6.0,3.0,4.0,5.0,1190000
Jaraguá,Apartamento,49.0,1.0,0.0,2.0,1.0,203000
Tucuruvi,Casa,80.0,2.0,0.0,2.0,2.0,294000
Jaraguá,Condomínio,55.0,2.0,0.0,2.0,1.0,185500
Jaraguá,Apartamento,49.0,1.0,0.0,2.0,1.0,133700
Furnas,Apartamento,50.0,0.0,0.0,2.0,1.0,185500
Tucuruvi,Condomínio,60.0,3.0,1.0,2.0,1.0,265300
Vila Constança,Casa de dois andares,145.0,2.0,0.0,2.0,2.0,350000
Mandaqui,Casa,150.0,3.0,2.0,2.0,2.0,374500
Vila Mazzei,Apartamento,50.0,1.0,0.0,2.0,2.0,222600
Parque Vitória,Casa de dois andares,112.0,3.0,1.0,3.0,4.0,514499
Vila Mazzei,Apartamento,68.0,2.0,1.0,3.0,1.0,343000
Vila Constança,Apartamento,74.0,1.0,0.0,2.0,1.0,182000
Vila Mazzei,Casa de dois andares,160.0,3.0,3.0,3.0,3.0,510999
Tucuruvi,Casa,284.0,3.0,2.0,4.0,8.0,665000
Jardim Leonor Mendes de Barros,Apartamento,45.0,1.0,0.0,2.0,1.0,196000
Vila Bela Vista (Zona Norte),Casa,250.0,4.0,0.0,3.0,3.0,602000
Vila Mazzei,Apartamento,68.0,2.0,1.0,3.0,1.0,343000
Vila Constança,Condomínio,80.0,3.0,2.0,2.0,2.0,266000
Parque Vitória,Casa de dois andares,80.0,3.0,1.0,3.0,2.0,385000
Vila Mazzei,Apartamento,50.0,1.0,0.0,2.0,1.0,224000
Vila Amélia,Apartamento,60.0,1.0,0.0,2.0,1.0,210000
Vila Mazzei,Apartamento,52.0,2.0,1.0,2.0,2.0,230999
Tucuruvi,Apartamento,115.0,3.0,1.0,3.0,2.0,455000
Vila Mazzei,Casa,45.0,1.0,0.0,2.0,1.0,189000
Vila Jaraguá,Apartamento,62.0,1.0,0.0,3.0,1.0,217000
Tucuruvi,Apartamento,98.0,2.0,0.0,3.0,1.0,472499
Vila Constança,Casa de dois andares,170.0,2.0,1.0,3.0,3.0,517999
Vila Penteado,Casa,100.0,2.0,0.0,3.0,1.0,203000
Parque Mandaqui,Apartamento,97.0,1.0,1.0,3.0,2.0,455000
Vila Amélia,Casa de dois andares,175.0,4.0,1.0,3.0,4.0,525000
Mandaqui,Casa de dois andares,248.0,3.0,2.0,3.0,2.0,525000
Vila Mazzei,Casa de dois andares,200.0,3.0,1.0,3.0,4.0,482999
Vila Nova Mazzei,Casa de dois andares,95.0,2.0,1.0,3.0,3.0,266000
Parque Mandaqui,Casa de dois andares,300.0,4.0,1.0,3.0,6.0,693000
Vila Nova Mazzei,Casa de dois andares,175.0,2.0,1.0,3.0,4.0,357000
Vila Nova Mazzei,Casa de dois andares,1.0,2.0,0.0,3.0,4.0,315000
Jardim Leonor Mendes de Barros,Casa de dois andares,427.0,5.0,4.0,4.0,6.0,1864099
Jardim Leonor Mendes de Barros,Condomínio,125.0,3.0,1.0,3.0,2.0,350000
Tremembé,Casa de dois andares,114.0,3.0,2.0,2.0,2.0,322000
Vila Mazzei,Condomínio,59.0,3.0,2.0,2.0,1.0,217000
Vila Amália (Zona Norte),Apartamento,50.0,0.0,0.0,2.0,1.0,220500
Tremembé,Casa,120.0,3.0,2.0,3.0,2.0,409500
Vila Nova Mazzei,Casa de dois andares,180.0,4.0,1.0,3.0,6.0,525000
Vila Mazzei,Condomínio,130.0,3.0,1.0,3.0,2.0,455000
Tremembé,Casa de dois andares,165.0,2.0,1.0,3.0,2.0,423500
Vila Clarice,Casa de dois andares,110.0,3.0,1.0,3.0,4.0,467599
Vila Albertina,Casa,600.0,6.0,2.0,5.0,5.0,1959999
Mandaqui,Casa de dois andares,245.0,4.0,3.0,3.0,4.0,979999
Vila Mazzei,Casa de dois andares,154.0,3.0,0.0,2.0,2.0,420000
Vila Nova Cachoeirinha,Apartamento,50.0,1.0,0.0,2.0,1.0,206500
Parque Mandaqui,Condomínio,72.0,3.0,1.0,3.0,2.0,406000
Parque Mandaqui,Apartamento,90.0,3.0,1.0,3.0,2.0,350000
Barro Branco (Zona Norte),Apartamento,58.0,1.0,0.0,2.0,1.0,203000
Vila Constança,Casa de dois andares,280.0,4.0,2.0,3.0,5.0,517999
Vila Irmãos Arnoni,Casa de dois andares,180.0,3.0,0.0,3.0,5.0,402500
Jaraguá,Casa de dois andares,96.0,1.0,1.0,3.0,2.0,525000
Vila Germinal,Casa de dois andares,170.0,3.0,3.0,3.0,2.0,385000
Vila Mazzei,Casa,110.0,2.0,1.0,3.0,2.0,315000
Jardim Daysy,Casa de dois andares,392.0,5.0,4.0,4.0,8.0,1190000
Vila Rosa,Casa de dois andares,160.0,4.0,1.0,3.0,4.0,455000
Vila Dionisia,Casa de dois andares,480.0,3.0,1.0,3.0,5.0,630000
Vila Mazzei,Condomínio,105.0,2.0,1.0,3.0,2.0,315000
Parque Mandaqui,Cobertura,205.0,3.0,1.0,3.0,3.0,700000
Bortolândia,Casa,161.0,3.0,1.0,3.0,2.0,366231
Tremembé,Casa de dois andares,358.0,7.0,4.0,4.0,7.0,1155000
Jardim Modelo,Apartamento,53.0,2.0,1.0,2.0,1.0,237999
Jaçanã,Apartamento,62.0,1.0,0.0,2.0,1.0,224000
Vila Mazzei,Casa,103.0,2.0,1.0,3.0,2.0,319200
Vila Nova Cachoeirinha,Apartamento,50.0,1.0,0.0,2.0,1.0,178500
Jaçanã,Apartamento,68.0,2.0,1.0,3.0,1.0,362499
Jaçanã,Apartamento,68.0,2.0,1.0,3.0,1.0,372708
Bortolândia,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,441000
Parque Mandaqui,Apartamento,106.0,2.0,1.0,3.0,2.0,520799
Vila Albertina,Casa de dois andares,170.0,2.0,0.0,2.0,3.0,539000
Jardim Virginia Bianca,Casa de dois andares,206.0,5.0,3.0,3.0,4.0,875000
Jardim Modelo,Apartamento,88.0,2.0,1.0,2.0,1.0,300790
Vila Rosa,Casa,110.0,4.0,2.0,2.0,3.0,346500
Vila Bela Vista (Zona Norte),Apartamento,47.0,1.0,0.0,2.0,1.0,196000
Vila Irmãos Arnoni,Casa de dois andares,133.0,3.0,1.0,3.0,4.0,630000
Horto Florestal,Casa de dois andares,360.0,5.0,2.0,4.0,4.0,1260000
Vila Pedra Branca,Casa de dois andares,93.0,3.0,1.0,3.0,2.0,308000
Vila Pedra Branca,Casa de dois andares,100.0,3.0,1.0,3.0,2.0,322000
Tremembé,Condomínio,480.0,6.0,4.0,4.0,10.0,1959999
Vila Nova Mazzei,Casa de dois andares,120.0,3.0,1.0,3.0,2.0,364000
Vila Irmãos Arnoni,Apartamento,48.0,1.0,0.0,2.0,1.0,175000
Vila Germinal,Casa de dois andares,90.0,1.0,1.0,3.0,2.0,427000
Jardim Peri,Apartamento,50.0,1.0,0.0,2.0,1.0,175000
Vila Germinal,Casa,180.0,1.0,0.0,3.0,3.0,280000
Vila Nova Mazzei,Casa de dois andares,175.0,3.0,1.0,3.0,5.0,482299
Vila Nova Mazzei,Casa de dois andares,139.0,4.0,3.0,3.0,3.0,409500
Vila Nova Mazzei,Condomínio,75.0,0.0,0.0,2.0,2.0,224000
Vila Nova Mazzei,Casa de dois andares,125.0,1.0,0.0,2.0,2.0,336000
Tremembé,Condomínio,132.0,2.0,0.0,2.0,1.0,237999
Tremembé,Condomínio,225.0,5.0,3.0,4.0,4.0,972999
Vila Nova Mazzei,Condomínio,125.0,3.0,1.0,3.0,2.0,399000
Vila Nova Mazzei,Condomínio,128.0,1.0,1.0,3.0,3.0,461299
Vila Nova Mazzei,Casa,200.0,3.0,1.0,3.0,6.0,525000
Tucuruvi,Condomínio,60.0,3.0,2.0,2.0,1.0,196000
Vila Nova Mazzei,Casa de dois andares,125.0,3.0,1.0,3.0,2.0,385000
Vila Albertina,Casa,470.0,4.0,1.0,3.0,6.0,1038799
Tucuruvi,Apartamento,108.0,2.0,1.0,3.0,1.0,315000
Vila Albertina,Condomínio,470.0,7.0,4.0,4.0,7.0,2085999
Tucuruvi,Apartamento,95.0,2.0,1.0,3.0,1.0,315000
Vila Albertina,Casa de dois andares,730.0,6.0,3.0,3.0,5.0,1820000
Tremembé,Casa,56.0,2.0,1.0,2.0,1.0,237999
Jardim Leonor Mendes de Barros,Casa de dois andares,380.0,0.0,2.0,5.0,4.0,770000
Pirituba,Apartamento,62.0,2.0,0.0,2.0,1.0,175000
Vila Albertina,Casa de dois andares,460.0,6.0,4.0,4.0,10.0,1994999
Vila Nova Mazzei,Casa de dois andares,85.0,2.0,0.0,3.0,2.0,294000
Vila Irmãos Arnoni,Apartamento,54.0,1.0,0.0,2.0,1.0,222600
Jaraguá,Casa de dois andares,240.0,2.0,1.0,2.0,2.0,546000
Vila Irmãos Arnoni,Apartamento,57.0,1.0,0.0,2.0,1.0,212240
Jardim Guapira,Casa de dois andares,500.0,4.0,4.0,4.0,4.0,1050000
Vila Pedra Branca,Casa de dois andares,120.0,2.0,1.0,2.0,5.0,475999
Vila Santos,Condomínio,190.0,3.0,1.0,3.0,3.0,434000
Tremembé,Apartamento,50.0,1.0,0.0,2.0,1.0,161000
Jardim Virginia Bianca,Casa de dois andares,130.0,5.0,1.0,3.0,6.0,385000
Vila Pedra Branca,Casa de dois andares,93.0,3.0,1.0,3.0,2.0,308000
Vila Rosa,Condomínio,96.0,2.0,1.0,3.0,2.0,357000
Vila Irmãos Arnoni,Casa de dois andares,525.0,6.0,3.0,3.0,3.0,1155000
Vila Pedra Branca,Casa de dois andares,200.0,3.0,1.0,3.0,4.0,546000
Tremembé,Apartamento,80.0,2.0,1.0,2.0,2.0,210000
Jardim Jaraguá,Casa de dois andares,128.0,1.0,0.0,2.0,2.0,237999
Bortolândia,Casa de dois andares,230.0,2.0,1.0,3.0,6.0,385000
Vila Santos,Condomínio,260.0,5.0,3.0,3.0,3.0,1295000
Vila Santos,Condomínio,81.0,2.0,0.0,2.0,1.0,273000
Horto Florestal,Casa de dois andares,180.0,1.0,1.0,2.0,3.0,315000
Tremembé,Casa de dois andares,169.0,2.0,1.0,2.0,2.0,296800
Vila Albertina,Condomínio,290.0,5.0,3.0,4.0,5.0,875000
Loteamento City Jaragua,Apartamento,44.0,1.0,0.0,2.0,1.0,168000
Vila Albertina,Condomínio,88.0,3.0,2.0,3.0,3.0,332500
Parque Casa de Pedra,Casa,120.0,2.0,0.0,1.0,5.0,315000
Vila Irmãos Arnoni,Casa de dois andares,600.0,7.0,4.0,4.0,7.0,2100000
Vila Albertina,Casa,456.0,5.0,3.0,4.0,6.0,1365000
Tucuruvi,Condomínio,96.0,3.0,2.0,2.0,2.0,364000
Jaraguá,Condomínio,55.0,1.0,0.0,2.0,1.0,213500
Tremembé,Condomínio,235.0,4.0,2.0,4.0,4.0,896000
Tremembé,Casa de dois andares,280.0,4.0,3.0,3.0,6.0,560000
Jaraguá,Apartamento,45.0,1.0,0.0,2.0,1.0,143500
Tremembé,Condomínio,280.0,4.0,2.0,4.0,4.0,896000
Jardim Peri,Condomínio,120.0,2.0,1.0,3.0,2.0,371000
Vila Nova Parada,Casa de dois andares,87.0,2.0,0.0,2.0,1.0,244999
Jardim Peri,Apartamento,150.0,5.0,3.0,3.0,3.0,1082900
Jaraguá,Apartamento,43.0,1.0,0.0,2.0,1.0,224000
Jardim Santa Mônica,Apartamento,56.0,1.0,0.0,2.0,1.0,153996
Parque Mandaqui,Apartamento,96.0,3.0,1.0,3.0,2.0,455000
Parque Mandaqui,Casa de dois andares,185.0,5.0,3.0,4.0,2.0,672000
Tucuruvi,Apartamento,70.0,2.0,0.0,2.0,1.0,315000
Tucuruvi,Casa de dois andares,240.0,5.0,3.0,3.0,3.0,1085000
Parque Mandaqui,Apartamento,50.0,1.0,0.0,2.0,1.0,224000
Vila Constança,Casa,110.0,2.0,0.0,3.0,2.0,322000
Vila Amélia,Apartamento,62.0,2.0,1.0,3.0,1.0,244999
Vila Constança,Casa,250.0,4.0,3.0,3.0,6.0,665000
Vila Amélia,Apartamento,59.0,1.0,1.0,3.0,1.0,244999
Jardim Cidade Pirituba,Casa de dois andares,90.0,1.0,0.0,2.0,0.0,343000
Tucuruvi,Casa,118.0,3.0,1.0,3.0,2.0,357000
Tucuruvi,Condomínio,190.0,2.0,1.0,3.0,2.0,455000
Tucuruvi,Casa de dois andares,60.0,2.0,0.0,2.0,1.0,224000
Vila Gustavo,Casa de dois andares,100.0,2.0,1.0,3.0,4.0,482999
Tucuruvi,Casa,118.0,3.0,2.0,2.0,2.0,343000
Vila Mazzei,Apartamento,57.0,1.0,0.0,2.0,1.0,210000
Vila Mazzei,Apartamento,67.0,2.0,0.0,2.0,1.0,364000
Parque Mandaqui,Apartamento,105.0,3.0,1.0,3.0,2.0,549500
Barro Branco (Zona Norte),Casa de dois andares,430.0,5.0,4.0,4.0,4.0,1889999
Jardim Regina,Casa de dois andares,160.0,0.0,0.0,0.0,0.0,525000
Jardim Regina,Casa,90.0,3.0,0.0,2.0,4.0,371000
Brasilândia,Apartamento,52.0,1.0,0.0,2.0,1.0,166600
Jardim Leonor Mendes de Barros,Apartamento,94.0,2.0,1.0,3.0,1.0,234499
Vila Mazzei,Apartamento,70.0,3.0,1.0,3.0,1.0,364000
Vila Constança,Casa,150.0,2.0,1.0,3.0,2.0,371000
Vila Mazzei,Apartamento,65.0,2.0,1.0,3.0,1.0,290500
Tucuruvi,Apartamento,82.0,2.0,1.0,3.0,1.0,509599
Tucuruvi,Apartamento,70.0,1.0,0.0,3.0,0.0,189000
Vila Mazzei,Apartamento,42.0,1.0,0.0,2.0,1.0,196000
Tucuruvi,Condomínio,40.0,3.0,1.0,3.0,7.0,623000
Lauzane Paulista,Casa,130.0,1.0,0.0,2.0,3.0,444500
Vila Jaraguá,Apartamento,47.0,1.0,0.0,2.0,1.0,175000
Vila Nova Cachoeirinha,Casa,140.0,2.0,1.0,3.0,3.0,406000
Lauzane Paulista,Apartamento,50.0,1.0,0.0,2.0,1.0,224000
Vila Constança,Casa de dois andares,53.0,3.0,2.0,0.0,1.0,209300
Vila Constança,Casa,80.0,2.0,2.0,2.0,2.0,280000
Parque Vitória,Casa de dois andares,130.0,3.0,1.0,3.0,2.0,482999
Parque Vitória,Casa de dois andares,104.0,2.0,1.0,3.0,3.0,444500
Tucuruvi,Apartamento,110.0,2.0,1.0,3.0,2.0,434000
Jardim Leonor Mendes de Barros,Apartamento,48.0,1.0,0.0,2.0,1.0,206500
Vila Mazzei,Condomínio,110.0,3.0,1.0,3.0,2.0,308000
Parque Vitória,Casa de dois andares,106.0,1.0,1.0,3.0,2.0,519399
Jardim Maristela,Apartamento,50.0,1.0,0.0,2.0,1.0,185500
Vila Nova Carolina,Casa de dois andares,120.0,3.0,1.0,3.0,2.0,385000
Vila Nova Cachoeirinha,Apartamento,35.0,1.0,0.0,1.0,1.0,156100
Vila Albertina,Casa de dois andares,180.0,3.0,1.0,3.0,4.0,427000
Vila Constança,Apartamento,67.0,1.0,0.0,2.0,1.0,224000
Vila Nova Mazzei,Casa de dois andares,180.0,4.0,3.0,3.0,4.0,525000
Jaçanã,Condomínio,55.0,2.0,0.0,2.0,2.0,244999
Jardim Leonor Mendes de Barros,Casa de dois andares,400.0,10.0,4.0,4.0,6.0,1875999
Parque Vitória,Condomínio,114.0,3.0,1.0,3.0,3.0,475999
Vila Mazzei,Casa de dois andares,106.0,2.0,0.0,2.0,2.0,336000
Vila Constança,Casa de dois andares,150.0,4.0,2.0,3.0,2.0,455000
Jardim Leonor Mendes de Barros,Casa de dois andares,370.0,5.0,3.0,3.0,5.0,1680000
Vila Mazzei,Casa de dois andares,60.0,3.0,2.0,2.0,1.0,217000
Vila Mazzei,Condomínio,59.0,3.0,2.0,2.0,1.0,217000
Jardim Guapira,Casa de dois andares,271.0,4.0,1.0,3.0,5.0,581000
Jardim Guapira,Casa,235.0,4.0,1.0,3.0,6.0,651000
Vila Mazzei,Casa de dois andares,100.0,5.0,1.0,3.0,1.0,455000
Vila Nova Cachoeirinha,Apartamento,47.0,1.0,0.0,2.0,1.0,189000
Jardim Guapira,Casa,322.0,5.0,3.0,3.0,5.0,479499
Jardim Leonor Mendes de Barros,Casa de dois andares,297.0,4.0,2.0,4.0,4.0,840000
Vila Nova Mazzei,Casa de dois andares,105.0,3.0,1.0,3.0,2.0,364000
Vila Nova Cachoeirinha,Apartamento,86.0,2.0,1.0,3.0,2.0,329000
Vila Constança,Apartamento,67.0,2.0,1.0,3.0,1.0,244999
Parque Vitória,Casa de dois andares,160.0,2.0,0.0,0.0,0.0,297500
Parque Vitória,Casa de dois andares,140.0,4.0,3.0,3.0,4.0,482999
Vila Clarice,Casa de dois andares,100.0,1.0,0.0,2.0,1.0,294000
Vila Mirante,Casa de dois andares,50.0,1.0,1.0,2.0,1.0,308000
Tucuruvi,Casa de dois andares,250.0,6.0,2.0,4.0,7.0,1190000
Vila Dionisia,Apartamento,55.0,2.0,0.0,2.0,1.0,192500
Parque Mandaqui,Apartamento,90.0,2.0,1.0,3.0,2.0,371000
Vila Nova Cachoeirinha,Apartamento,49.0,1.0,0.0,2.0,1.0,171500
Tremembé,Condomínio,56.0,3.0,1.0,2.0,1.0,209300
Vila Nova Mazzei,Apartamento,63.0,1.0,0.0,2.0,1.0,290500
Jardim Leonor Mendes de Barros,Casa,210.0,4.0,1.0,3.0,2.0,1400000
Vila Mazzei,Casa de dois andares,130.0,4.0,1.0,3.0,2.0,294000
Vila Rosa,Casa,200.0,3.0,1.0,3.0,3.0,475999
Vila Nelson,Apartamento,61.0,1.0,0.0,2.0,1.0,182000
Vila Nilo,Condomínio,65.0,3.0,2.0,2.0,1.0,230999
Pirituba,Apartamento,60.0,2.0,0.0,3.0,1.0,296800
Jardim Íris,Apartamento,63.0,0.0,0.0,3.0,1.0,224000
Jaraguá,Casa de dois andares,68.0,1.0,0.0,2.0,2.0,258999
Tremembé,Condomínio,104.0,4.0,1.0,3.0,2.0,420000
Tremembé,Casa de dois andares,510.0,4.0,3.0,3.0,5.0,1260000
Horto Florestal,Casa de dois andares,258.0,3.0,1.0,3.0,4.0,665000
Tremembé,Apartamento,96.0,2.0,1.0,3.0,2.0,525000
Tremembé,Condomínio,330.0,5.0,4.0,4.0,6.0,944999
Horto Florestal,Casa de dois andares,120.0,4.0,3.0,3.0,2.0,455000
Vila Albertina,Casa,264.0,3.0,3.0,3.0,3.0,875000
Parque Casa de Pedra,Casa de dois andares,200.0,4.0,2.0,3.0,0.0,244999
Vila Aurora,Apartamento,68.0,2.0,1.0,3.0,2.0,332500
Jaraguá,Casa de dois andares,188.0,4.0,2.0,4.0,4.0,455000
Jaraguá,Apartamento,62.0,1.0,0.0,3.0,2.0,210000
Vila Santos,Condomínio,134.0,3.0,1.0,3.0,2.0,431900
Vila Rosa,Casa,90.0,3.0,1.0,3.0,2.0,321993
Horto Florestal,Casa,115.0,2.0,1.0,3.0,2.0,385000
Jardim Peri,Apartamento,72.0,2.0,0.0,3.0,1.0,297500
Tremembé,Casa,540.0,1.0,0.0,3.0,1.0,805000
Tremembé,Casa de dois andares,245.0,4.0,3.0,3.0,4.0,827400
Parque Casa de Pedra,Casa,124.0,2.0,1.0,3.0,4.0,364000
Bortolândia,Casa de dois andares,240.0,5.0,3.0,3.0,3.0,546000
Horto Florestal,Casa de dois andares,260.0,2.0,1.0,3.0,4.0,560000
Vila Irmãos Arnoni,Apartamento,52.0,1.0,0.0,2.0,1.0,185500
Tremembé,Apartamento,51.0,1.0,0.0,2.0,1.0,188650
Vila Santos,Condomínio,130.0,3.0,2.0,2.0,2.0,371000
Furnas,Apartamento,47.0,1.0,0.0,2.0,1.0,150500
Jardim Virginia Bianca,Casa de dois andares,200.0,5.0,1.0,3.0,4.0,700000
Parque Casa de Pedra,Casa de dois andares,198.0,4.0,2.0,3.0,6.0,546000
Jardim Daysy,Casa de dois andares,220.0,1.0,0.0,2.0,1.0,420000
Tremembé,Condomínio,280.0,5.0,2.0,4.0,4.0,896000
Tremembé,Apartamento,58.0,1.0,1.0,2.0,2.0,266000
Tremembé,Casa,208.0,2.0,0.0,4.0,2.0,455000
Vila Brasilândia,Apartamento,40.0,1.0,0.0,2.0,1.0,108500
Tremembé,Casa de dois andares,90.0,3.0,1.0,3.0,3.0,420000
Jaraguá,Casa,120.0,1.0,0.0,2.0,2.0,251999
Parque Casa de Pedra,Casa de dois andares,108.0,2.0,1.0,2.0,1.0,244999
Horto Florestal,Casa de dois andares,197.0,4.0,1.0,3.0,4.0,525000
Tucuruvi,Casa de dois andares,210.0,3.0,1.0,3.0,2.0,896000
Jardim Leonor Mendes de Barros,Casa,400.0,7.0,1.0,3.0,4.0,979999
Vila Mazzei,Apartamento,68.0,2.0,1.0,3.0,1.0,349300
Tucuruvi,Casa de dois andares,130.0,3.0,1.0,3.0,2.0,419300
Parque Edu Chaves,Casa de dois andares,100.0,2.0,0.0,3.0,0.0,282800
Vila Mazzei,Casa,95.0,1.0,0.0,2.0,2.0,301000
Tucuruvi,Casa de dois andares,500.0,5.0,1.0,3.0,4.0,979999
Tucuruvi,Casa,180.0,2.0,0.0,4.0,4.0,560000
